Pathway,RHL3145,RHL3151,RHL3153,RHL3513,RHL3538,RHL3539,RHL3540,RHL3541,RHL3542,RHL3545,RHL3546,RHL3547,RHL3548,RHL3549,RHL3552,RHL3553,RHL3554,RHL3555,RHL3556,RHL3559,RHL3560,RHL3561,RHL3563,RHL3565,RHL3566,RHL3572,RHL3573,RHL3574,RHL3577,RHL3578,RHL3579,RHL3580,RHL3581,RHL3871,RHL3872,RHL3873,RHL3874,RHL3875,RHL3946,RHL3947,RHL3948,RHL3949,RHL3950,RHL3951,RHL3952,RHL3953,RHL3954,RHL3955,RHL4237,RHL4238,RHL4239,RHL4240,RHL4241,RHL4242,RHL4243,RHL4246,RHL4247,RHL4248,RHL4251,RHL4252,RHL4253,RHL4254,RHL4255,RHL4256,RHL4257,RHL4262,RHL4263,RHL4264,RHL4265,RHL4274,RHL4275,RHL4276,RHL4277,RHL4279,RHL4280,RHL4281,RHL4282,RHL4283,RHL4413,RHL4414,RHL4415,RHL4416,RHL4419,RHL4420,RHL4421,RHL4422,RHL4423,RHL4424,RHL4425,RHL4426,RHL4427,RHL4432,RHL4433,RHL4434,RHL4465,RHL4466,RHL4468,RHL4469,RHL4470,RHL4471,RHL4472,RHL4473,RHL4474
REACTOME_FORMATION_OF_APOPTOSOME,0.123856283,0.131855426,0.448983634,0.194558194,0.145643641,-0.121243553,0.166854669,-0.167367382,0.04830271,-0.525430516,-0.375304018,-0.332512579,-0.218804114,-0.256213593,-0.271828099,-0.208457169,-0.320073236,-0.3876778,-0.16886942,-0.423608085,-0.305568398,-0.339083923,-0.168721343,-0.486279446,-0.389307267,-0.228432744,-0.062478212,-0.063688111,-0.042478189,-0.275131329,-0.078038543,0.071973994,-0.383089477,-0.443806666,-0.395774665,-0.477691713,-0.506040306,-0.47290201,-0.570985167,-0.354778025,-0.48578243,0.03503184,-0.432494867,-0.310986062,-0.438628874,-0.090970742,0.342901517,-0.222318008,-0.201283234,-0.179957674,0.236220404,0.14774612,0.26270583,0.217136308,0.293534111,-0.265652383,-0.345895494,0.008446042,0.563179854,0.081702475,0.26261892,0.311964737,0.171766527,0.364145983,-0.341101285,-0.183447474,-0.194674303,0.189448775,0.320552741,-0.165635732,0.454875949,0.172897086,0.341783693,-0.29654519,-0.194256565,0.039186125,0.408001234,0.402546537,0.123588115,0.052542981,-0.20140691,-0.32531981,0.388029199,0.453161958,0.105346349,0.28084034,-0.235996462,0.365347289,0.491052621,0.317371088,0.367331973,-0.185032344,-0.139657166,0.371768082,0.424827288,0.425732289,0.065919783,0.306318591,0.102991966,-0.071464144,0.330464157,0.201562829,0.451173741
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,-0.012039603,-0.018381492,0.51578986,-0.0518619,-0.018639629,-0.221035478,0.163329445,-0.354636699,-0.215267021,-0.467619862,-0.254443251,-0.167468582,-0.067608475,0.03070662,-0.327834374,-0.190002114,-0.358438417,-0.437294694,-0.229124757,-0.425083379,-0.346476057,-0.359828773,-0.202254651,-0.410941717,-0.332949316,-0.349363192,-0.196037055,-0.232641708,-0.134933931,-0.384858749,-0.261413556,-0.124285588,-0.414895922,-0.381576477,-0.252553751,-0.442800433,-0.491547947,-0.398176034,-0.557814638,-0.331848232,-0.440550097,-0.032122189,-0.481431815,-0.315893668,-0.566886597,-0.203895661,0.282515365,-0.082304635,-0.068546432,-0.144546163,0.269147751,0.313293297,0.290279573,0.206868877,0.298706898,-0.114285926,-0.308881917,0.122383053,0.530548495,0.158318883,0.288815973,0.308866856,0.258838206,0.466689393,-0.416438028,-0.152377604,-0.186046756,0.25374511,0.34253024,-0.225448103,0.460792763,0.194148785,0.36122388,-0.054073275,0.072695067,0.18818621,0.353178439,0.426846161,0.107680127,0.051567577,-0.094871458,-0.179517406,0.418964107,0.396508534,-0.040417034,-0.015973999,-0.401456807,0.367013926,0.488288628,0.412350937,0.346275099,-0.164721717,-0.18951998,0.445372163,0.454724983,0.382940178,-0.056429685,0.218946148,0.2750144,0.111933832,0.252115846,0.21388282,0.31102863
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,-0.2377303,-0.182628914,-0.178132509,0.05548976,0.025228789,0.257017389,-0.062875603,0.036605076,0.166388641,-0.252192682,-0.40281129,-0.021355951,-0.395194194,-0.239285214,-0.03664571,-0.053937923,-0.135767907,-0.113576815,0.042996432,0.26565667,0.02514377,0.254786501,0.005149182,0.170645835,-0.195205646,-0.016738395,-0.27902129,-0.194139636,-0.173877235,-0.319110682,-0.263855822,-0.192470567,-0.091320015,-0.04858456,-0.047409054,-0.114395163,-0.064246031,-0.077167499,-0.008240564,0.155050577,-0.059171055,0.095446052,0.136808052,-0.066568375,-0.194360551,-0.181373148,0.093947778,-0.027569983,-0.070444299,-0.156764301,0.196354962,0.221207482,0.425245747,0.150959234,0.374966647,0.114082275,0.114471001,-0.076094511,-0.01375931,-0.093913692,-0.19929677,0.003553383,-0.091739076,0.254319084,-0.492201501,-0.060586576,-0.499513455,0.011476408,-0.034392335,-0.123741957,0.106189802,-0.032390518,0.055222458,-0.174962213,-0.285863498,-0.016557032,0.258815473,0.366620611,0.068334469,0.053220138,0.093930011,-0.009057353,0.277626597,0.272319007,0.064079125,-0.033958305,-0.274911375,0.044118325,0.247963483,0.239768355,0.354323215,-0.055267888,-0.286289972,0.264147971,-0.079837645,-0.076834017,-0.103502627,-0.208875335,-0.036514781,0.050692557,0.258048436,0.044945169,0.192188728
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,-0.181552067,-0.292641264,0.226633073,-0.038024678,-0.046716491,-0.247487744,0.307821458,-0.21968365,0.025949338,-0.282804786,-0.023819522,-0.167983671,0.007940081,0.088740395,-0.007026379,0.119471937,0.124441244,-0.066121653,0.201439991,-0.266770972,-0.211370019,-0.211597308,-0.117945903,-0.194297499,-0.196984791,-0.254483942,-0.188476846,-0.250774152,-0.170360818,-0.43301585,-0.270864556,-0.245555035,-0.251390802,-0.101572937,0.074986363,-0.099562395,-0.177893972,0.004315611,-0.471924343,-0.275019414,-0.433561546,-0.180515014,-0.476053288,-0.058729321,-0.487312094,-0.145634782,0.347227476,-0.064157289,0.036607168,0.172563449,0.016550584,0.061538617,0.239353711,0.003104798,0.180344364,-0.167757118,-0.174107033,0.076946897,0.133296077,-0.13750001,0.073762562,0.018086043,0.075272777,0.359289563,-0.503596627,-0.20879845,-0.440191124,0.060963888,0.08788513,-0.076890494,0.435087682,0.274252103,0.368323595,-0.203575585,-0.233244749,0.067282899,0.091007489,0.078920026,0.208057914,0.146897015,0.089717829,0.040380167,0.192529015,0.212306491,-0.077814191,-0.081822811,-0.418928197,0.141264666,0.349261184,0.199855409,0.211565411,-0.108342844,-0.105180975,0.488611332,0.367924888,-0.091996072,-0.090853739,-0.197507081,0.15643795,0.107634472,0.029274069,0.183185979,0.073404005
REACTOME_OPIOID_SIGNALLING,0.13283258,0.099752728,0.11371702,-0.130971945,-0.126312887,-0.244739095,-0.121390663,-0.036871889,-0.017387629,-0.13953296,0.012125363,-0.285546942,-0.168523208,-0.07494271,-0.133326562,-0.122954041,-0.075002643,-0.235514198,-0.124080837,0.154389776,0.202008062,0.12788867,0.218605362,0.182841856,0.071620137,0.006699753,-0.073126094,-0.082400053,0.195907712,0.179659876,0.287524754,0.273621132,0.060143489,-0.004173676,-0.088412395,-0.135810629,-0.109282179,-0.066799212,0.144457866,0.197700784,0.211836564,0.255510446,0.191027808,-0.051148468,-0.067236183,0.10044614,-0.084873089,0.046047579,-0.147415537,-0.086051301,-0.014092546,-0.013448507,-0.065417812,0.099051172,-0.099749279,-0.198779975,-0.295491291,-0.224019513,0.040020824,-0.101649559,0.037880404,-0.02363144,-0.157307609,0.155801238,-0.205592588,-0.281672912,-0.264947382,-0.243240053,-0.216364005,-0.074354159,0.092569688,-0.015023596,0.060019062,-0.009617898,-0.112821758,0.072290087,0.011023687,0.071776665,0.22202178,0.133817447,0.242668104,0.132262826,0.128584749,0.09003849,-0.016712842,-0.055656256,-0.122227732,-0.295623659,-0.280879884,-0.200828951,-0.126520048,0.296470029,0.211626483,0.340843926,0.032990999,0.176887496,-0.02572463,0.098532869,0.074290886,-0.046008831,0.006292644,-0.008798319,0.123071715
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.349324069,0.272414704,0.079776104,-0.211385536,-0.061888927,-0.219443164,-0.049423002,-0.169532135,-0.128355885,0.06522867,0.063098689,-0.161998263,-0.158588518,-0.019833984,-0.410950103,-0.311948272,-0.295680685,-0.452056703,-0.358147741,0.127567661,0.21875622,0.150596967,0.10919442,0.188956583,0.17425927,-0.173712591,-0.199846412,-0.258388339,0.318850249,0.36138199,0.386492962,0.409709922,-0.167798866,0.021421138,-0.328497995,-0.347930082,-0.262067317,-0.130367487,0.388315896,0.32763939,0.457697145,0.533685766,0.38062498,0.055442116,0.02567096,0.200470798,0.024794227,0.354465206,-0.154165115,-0.167011921,0.034553657,0.024325954,-0.094117407,0.046616391,-0.13161341,-0.271172805,-0.329627813,-0.254258983,0.249276042,-0.024904945,0.06400181,0.068703248,-0.068121795,0.252203417,-0.204929974,-0.276504228,-0.223351144,-0.120503726,-0.031301547,-0.159088743,-0.076027489,-0.218334326,-0.149247816,0.042341439,-0.17368445,-0.050152093,-0.133239799,0.045411513,0.099861472,0.159329743,0.162581108,-0.066477274,0.023217127,0.159141857,-0.009465301,-0.101693805,-0.137469429,-0.280589653,-0.222428473,-0.152542668,0.063672022,0.214365543,0.18741431,0.352195211,-0.230349531,0.15432036,-0.06937803,0.210244854,0.142316433,-0.087325361,0.192693862,-0.337486311,0.185922828
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,-0.052935331,-0.329286267,0.017453084,-0.130930706,0.198862578,-0.214507364,0.186880392,-0.305040899,-0.231576818,-0.237702045,-0.318619336,0.041360838,-0.245315333,-0.264810498,-0.082326945,-0.224814116,-0.148653613,-0.079049225,-0.056114196,0.283600337,0.301731973,0.205725663,0.205241542,-0.149896833,-0.238986439,-0.180365619,-0.112168742,-0.213157339,-0.09835567,-0.080125527,0.118748454,0.018180161,-0.105769017,0.219035602,0.001374835,0.048461265,0.056195209,0.19782674,-0.147294744,-0.064792619,-0.255577982,0.061581141,-0.226763087,0.055083279,-0.332532562,0.094152138,-0.049890396,0.011787749,0.205357437,0.228225336,-0.101126297,0.008644784,0.228464427,0.055620735,0.044605093,0.019317607,-0.080880448,-0.005310748,0.53392001,0.326878869,0.179051805,0.170492197,0.278698186,0.394795417,0.002372987,-0.60800557,-0.521367655,-0.428300446,-0.415612226,-0.007927968,0.387914221,0.080499147,0.279532227,-0.090215793,-0.208627873,-0.009585465,0.200086816,0.060654609,0.120030982,0.254564507,0.272143596,0.077201284,0.342352713,0.199653943,0.296425758,0.039703107,-0.195136139,-0.254782072,-0.309509559,-0.212458997,-0.195175024,0.1972861,0.118940202,0.291847088,-0.011194489,0.462734663,-0.310863609,-0.002932471,0.358295086,0.080957522,0.102331321,-0.055326013,0.521919341
REACTOME_CA_DEPENDENT_EVENTS,0.224212047,0.114321288,0.201308272,-0.067180851,0.171413326,-0.104254219,0.109087934,-0.070972096,-0.054146882,0.002213855,0.065117982,-0.156591854,-0.1529168,-0.077592622,-0.283212194,-0.302267934,-0.254980396,-0.336758139,-0.275844568,0.227917225,0.171931634,0.19589874,0.160874892,0.100328447,0.208499391,-0.039637318,-0.011668139,-0.14812474,0.316410257,0.288317798,0.377168244,0.327404975,-0.033881135,0.065531612,-0.173312438,-0.136105462,-0.127846587,0.038513388,0.196404227,0.27580279,0.186458179,0.365981036,0.269853055,0.1281417,0.006964564,0.275282471,0.0996954,0.149357605,-0.007330777,-0.144644042,-0.010916766,-0.014857496,0.08970741,0.175873929,-0.037535078,-0.210634402,-0.400110078,-0.333288211,0.31149739,-0.041870917,0.038340561,0.095999162,-0.100458369,0.101874874,-0.175459992,-0.382085777,-0.261708876,-0.313710654,-0.198941726,-0.155415765,0.013475169,-0.142364619,-0.075132516,-0.114582509,-0.307031459,-0.103270171,0.014374048,-0.032585408,0.151448904,0.178909152,0.171468119,-0.117995723,0.065403594,0.098453922,0.152366422,0.102937862,-0.121568796,-0.312097246,-0.243686762,-0.229425589,-0.120559026,0.176868807,0.020525013,0.337788866,-0.148659593,0.253975731,-0.028305535,0.120222767,0.08068503,-0.215727602,0.124487899,-0.122968814,0.30405193
REACTOME_G_PROTEIN_MEDIATED_EVENTS,0.17466508,0.085882893,0.110384372,0.008967059,0.198893676,-0.085310203,0.108107765,0.038545485,0.001242326,-0.102397196,-0.08787844,-0.27655937,-0.239987818,-0.252202772,-0.210767705,-0.241754914,-0.206531274,-0.300376036,-0.165994755,0.253572542,0.160231043,0.170579771,0.19856223,0.154801489,0.207493102,-0.010853356,0.037039131,-0.090991413,0.373236681,0.340036457,0.364389616,0.358696642,-0.065873889,-0.003206522,-0.14989825,-0.11947617,-0.093131812,-0.024250354,0.196281542,0.274099794,0.171005047,0.375354266,0.260794234,0.133706862,0.097888056,0.245756491,0.125623795,0.115809267,-0.031705025,-0.057667019,0.003730829,-0.020195449,0.083127289,0.167373735,0.032450811,-0.253626299,-0.418637477,-0.314376191,0.137710239,-0.125954968,-0.020400703,-0.032056749,-0.178190881,0.093109443,-0.23934696,-0.408405693,-0.320396607,-0.328339874,-0.235557552,-0.169125538,-0.00062189,-0.117783178,-0.032904051,-0.098274348,-0.25714478,-0.055028472,-0.089179481,-0.022123596,0.200387583,0.211804603,0.237902751,-0.052146258,0.022846804,0.047534296,0.130240296,0.013076626,-0.055480504,-0.299318519,-0.274485136,-0.222245236,-0.096471162,0.179864016,0.009679718,0.305073599,-0.144791404,0.176225667,-0.071687725,0.036922032,0.099010844,-0.148940851,0.113989606,-0.076716353,0.206354523
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,0.504226806,0.419521269,-0.050397994,-0.086416526,0.348302483,0.001432733,0.177421461,-0.135436347,-0.151952277,-0.365475189,-0.349939977,-0.293642496,-0.455120489,-0.612881456,-0.392328311,-0.269820119,-0.160495929,-0.20211276,-0.347658293,-0.311657435,-0.051929244,-0.335948429,-0.025292231,-0.025894211,0.124753623,0.509069141,0.461409813,0.516263508,0.207872142,0.353238479,0.071167083,0.093889673,-0.033150162,0.062240853,0.19795198,0.089105571,0.154099089,0.168477289,-0.133138999,0.125399243,-0.08681436,0.046067442,0.094310482,0.32049869,0.588047923,0.433195721,0.275737209,0.049809068,-0.163871627,-0.160119114,-0.056818522,0.096600137,0.181317111,0.116642956,0.212268542,-0.218304195,-0.282344174,-0.116463586,-0.059161021,0.027295872,-0.142449426,-0.143758449,-0.193143859,0.08636302,0.686766742,0.30525956,0.489376492,0.166030957,0.115148409,0.539656795,0.364465256,0.437287268,0.261681276,0.029190487,0.13374156,-0.406815292,-0.04805907,0.184848274,-0.075752112,-0.124350336,-0.109649189,0.03909861,-0.144539465,-0.164234159,0.357985878,0.382235317,0.399974618,0.027457522,0.07631114,0.022714519,0.203605346,-0.003878273,0.184732097,0.054941854,-0.449489706,-0.004912032,0.362962896,0.215349994,-0.518672588,-0.36618718,-0.001710879,-0.226737108,-0.138981318
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.181747819,0.283955159,0.058152156,-0.067830425,-0.047655318,-0.067389693,-0.079237068,-0.156796129,-0.045634952,-0.324522672,-0.031484435,-0.333837081,-0.053885868,-0.232595447,-0.361421468,-0.279189165,-0.271803372,-0.36417337,-0.392845094,0.165957136,-0.008235852,0.09314807,0.132168819,-0.10189071,-0.082136665,0.281968634,0.214084075,0.105673935,0.184763919,0.061322464,0.137472366,0.091371577,-0.080708371,0.154634056,0.23587494,0.229793712,0.280555795,0.166230872,0.195338337,0.129323153,0.109792275,0.000719261,0.144519539,0.128581233,0.284289056,0.172808691,0.218055221,0.135595862,-0.274669304,-0.018059705,-0.105877748,-0.120652088,-0.159021961,-0.129475396,-0.174189094,-0.094220617,-0.305368412,-0.21345964,0.137137962,-0.001730034,-0.014856437,-0.081398763,-0.062303295,-0.091292431,0.165618024,0.011371229,0.140218169,0.015920624,-0.042828053,0.012248857,-0.154942714,-0.045076802,0.0023988,0.062138025,0.165375628,-0.016054979,-0.050740691,-0.30957924,-0.162146368,-0.17650101,-0.021684047,0.026694794,0.176525485,-0.014366057,0.186849441,0.245806422,0.15091455,0.198919436,0.32912727,0.28160447,0.373291938,0.199669537,0.254551345,-0.02979514,-0.22762876,0.039113465,-0.089377638,0.029195468,-0.179104856,-0.026347533,-0.114165419,-0.024871715,-0.144023098
REACTOME_NEUROTRANSMITTER_CLEARANCE,0.568123763,0.582041853,-0.368192223,-0.30943803,0.119019241,-0.529296271,-0.521259266,-0.118839435,-0.47778057,-0.564117813,-0.198841848,-0.675429509,-0.607471009,-0.477679438,-0.342101833,-0.119409264,-0.261449288,-0.213949757,-0.402070182,-0.113345617,-0.384039615,-0.075377406,0.003211893,0.209745291,0.213247754,0.43419987,0.470405073,0.677309293,0.581081111,0.508978221,0.61463945,0.546381914,-0.019476729,-0.075309394,0.233247404,0.337575967,0.28267117,0.074475785,0.351587223,0.210726012,0.21152133,0.032956514,0.155988953,0.180421877,0.499729846,0.419035568,0.334900335,-0.01878354,-0.295193877,0.266402646,0.126006209,-0.042663917,0.202348331,0.081336766,0.156582571,0.208686562,-0.171301284,-0.205577632,0.321157943,0.317694534,0.172923902,0.00456229,0.229165569,0.245811053,0.203238945,-0.23311045,-0.27418434,-0.434582506,-0.588632766,0.536682662,0.379550304,0.43510262,0.439820606,-0.209982816,-0.025433102,-0.136112006,-0.223741887,-0.373246921,-0.486238905,-0.437658859,-0.489059145,-0.290617161,-0.1594523,-0.493539445,0.668576862,0.572266387,0.416813329,-0.435493329,-0.358544762,-0.13385053,-0.17475438,-0.009535105,-0.026991363,0.161562308,-0.617643688,0.122287308,0.230610349,0.089052882,-0.542359662,-0.202548077,0.235941684,0.312506321,-0.259848386
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.241852168,0.232881093,-0.040304873,-0.185904637,-0.123405797,-0.236393096,-0.15672186,-0.076826719,-0.007885195,-0.159621676,-0.065049434,-0.105718947,-0.05776602,-0.128978411,0.004057774,0.038202633,0.046515107,-0.003188981,0.023725823,0.130559278,0.173006724,0.102742909,0.226921671,0.025368223,-0.0842189,-0.024591427,-0.075141375,-0.11905358,0.102420721,0.053020537,0.209965051,0.084001831,0.107517705,0.101092822,-0.010588076,0.066213577,0.090421717,0.119194068,0.16907228,0.097816352,0.117201962,0.159272283,0.127604834,-0.075963733,-0.028254396,0.124221126,-0.050159983,0.043150463,-0.243839544,-0.034448102,0.072369939,0.075347068,-0.14629931,0.071314382,-0.051001332,-0.09607637,-0.105062084,-0.064554403,-0.184126569,-0.162434092,-0.137631803,-0.197584251,-0.176367195,0.04784255,0.199695893,0.128816748,0.185718281,-0.027780388,0.007482485,-0.031722682,-0.043612282,-0.023846664,-0.063888588,0.172492305,0.16895663,0.122602637,0.150019586,-0.050518054,0.195292602,0.082932977,0.158413466,0.231088773,0.228235884,0.180128734,-0.115542561,-0.091495293,-0.120677328,-0.222821413,-0.020014414,-0.102966561,0.048356189,0.188475614,0.126121304,0.180452366,-0.064384232,-0.053248242,-0.032667494,0.047302999,-0.027263461,-0.048868984,-0.070486625,-0.113845059,0.001639033
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.253035046,0.255549928,-0.016947093,-0.166033982,-0.06833853,-0.230346323,-0.136023663,-0.081815325,-0.066552418,-0.205797617,-0.062516635,-0.187096299,-0.089883515,-0.182614411,-0.072148794,-0.029075361,-0.013006751,-0.086783056,-0.068514515,0.116090362,0.132731228,0.080054483,0.20692233,0.015917838,-0.077561718,0.064369146,-0.011778135,-0.041143339,0.14922002,0.09693899,0.225483268,0.129395249,0.083929966,0.121645482,0.073586801,0.132548048,0.161943651,0.144873455,0.13619028,0.086973747,0.078668486,0.105148132,0.104579147,-0.00572353,0.084724646,0.153134363,-0.003855957,0.045793262,-0.241192197,-0.032259035,0.066994292,0.043879201,-0.136402285,0.075840785,-0.057158469,-0.093243691,-0.165636019,-0.115988614,-0.141909338,-0.108899364,-0.103690082,-0.175111787,-0.167248371,0.033641214,0.205134577,0.085332401,0.158353612,-0.050808525,-0.037035892,0.045617876,-0.042361657,0.000675689,-0.023522353,0.115591742,0.144065466,0.062260941,0.066507437,-0.121514394,0.128852892,0.033938129,0.099260875,0.194085925,0.201463076,0.11310603,-0.02454096,-0.001675262,-0.043787568,-0.16778961,0.027620252,-0.031577582,0.074939368,0.155855854,0.134631063,0.117267808,-0.118209822,-0.047332162,-0.007410498,0.054913151,-0.088470785,-0.075314465,-0.072255014,-0.097649211,-0.046482551
REACTOME_NEURONAL_SYSTEM,0.24434099,0.259135838,-0.041374645,-0.182420633,-0.02079135,-0.150201408,-0.148849551,-0.105073509,-0.034177998,-0.136847071,0.009986596,-0.101490082,-0.016569524,-0.128464872,-0.026588307,0.025942548,-0.000823513,-0.053058829,-0.062089322,0.12892162,0.132098254,0.075872656,0.219350674,0.019903838,-0.036500372,0.074576523,-0.021669421,-0.039756068,0.175597968,0.134902182,0.23707561,0.152949734,0.108637511,0.092966012,0.02578531,0.08422494,0.137027198,0.11102591,0.111346668,0.036597791,0.036299381,0.079435814,0.080894772,-0.005616517,0.134362552,0.206741853,0.013603966,0.03452201,-0.201236723,-0.056079619,0.070879604,0.08483276,-0.103763682,0.068739057,-0.041629783,-0.144264972,-0.204811388,-0.146284839,-0.109764748,-0.149089001,-0.11080708,-0.185879576,-0.192117482,-0.040976413,0.278330148,0.120784691,0.251816544,-0.025748226,-0.071174532,-0.007556029,-0.104929667,-0.040059439,-0.088663642,0.123104415,0.160837437,0.058733087,0.11622723,-0.014296469,0.183958948,0.076754089,0.138707864,0.227771204,0.144258778,0.091818256,-0.079985721,-0.059313351,-0.058979573,-0.205536069,0.016313043,-0.025159704,0.088758153,0.183785459,0.131772653,0.096649432,-0.119801471,-0.091110879,-0.046763938,0.005263095,-0.119002105,-0.150390268,-0.170424378,-0.176073157,-0.081611328
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX,-0.495865287,-0.502148544,-0.116613836,0.241519449,0.027763099,0.233479322,0.155666888,0.213625507,0.177026201,-0.095056155,-0.243861429,0.006403241,-0.092975265,-0.123323759,0.263626043,0.264509562,0.157315183,0.16495967,0.2714828,-0.054955585,-0.165632423,-0.088290686,-0.282685922,0.25439088,0.191189165,-0.18476424,-0.137114835,-0.13205644,-0.152143442,-0.253426123,-0.284076424,-0.250409524,-0.178157692,0.159217919,0.28285932,0.139433085,0.071122106,0.082028711,-0.153741587,-0.176932404,-0.262463026,-0.328692333,-0.175762825,-0.157590574,-0.212299801,-0.297023361,-0.163442236,-0.308453397,0.272668237,0.21665515,0.277595943,-0.068606131,0.22696315,0.034657028,0.349580703,0.128978632,0.153488615,0.132075424,-0.05036006,0.093088998,-0.013726966,0.058621363,0.019204537,-0.108944493,-0.480683647,0.041517778,-0.329410872,0.33352206,0.224156282,-0.193828871,0.013445723,-0.082518539,0.055060641,-0.353026898,-0.341561702,-0.232544604,0.151723338,0.199256764,-0.377464834,-0.273946936,-0.362248598,-0.484284438,0.150244595,0.178692868,0.043753252,0.089342667,0.033797861,-0.030886617,-0.003655983,-0.031309973,-0.208352735,0.09167266,0.190538277,-0.356985431,0.048969872,-0.190255396,-0.008116259,-0.23999046,0.146839822,0.038545173,0.174262717,0.02395079,0.220114426
REACTOME_IRS_MEDIATED_SIGNALLING,0.324733202,0.390341972,0.030585625,-0.277285097,-0.235750238,-0.348030437,-0.444798787,-0.405462992,-0.293156663,-0.210450255,-0.133404121,-0.057866629,-0.134957999,-0.085827621,0.009851934,-0.01676868,-0.052109704,-0.102363074,0.004743012,0.033074777,-0.133941857,-0.255435206,-0.082619121,-0.21245119,0.100717977,0.02713748,-0.158580445,-0.039073768,-0.02685155,0.081550469,-0.025337825,0.028939213,-0.123771666,0.155828991,0.017714007,0.007166206,-0.127798184,0.110074174,0.384659781,0.301988007,0.271619983,0.269532697,0.349612869,-0.06715697,0.003720707,0.231055311,0.041008265,0.180639676,-0.115718404,-0.129372117,0.069162701,0.189862539,-0.076684332,0.062754503,-0.085302508,-0.270143117,-0.303646368,-0.353516687,0.214549113,0.198314833,0.149804314,0.173890611,0.102967674,0.261477157,0.047343002,0.196210638,0.290507795,0.012964763,0.135368942,-0.062353691,-0.009050059,0.130012981,-0.037509198,0.141451971,0.187857771,0.121064862,0.086421715,0.029616394,0.104737737,-0.109391891,-0.023328501,0.126659164,-0.051564047,-0.10686239,-0.013492067,0.091987127,0.081484346,-0.339485267,-0.396605924,-0.371199457,-0.357125637,0.220174525,0.284565874,0.067063611,0.18401558,0.35650807,0.075576598,0.331175961,0.088438649,0.04268533,-0.227568071,-0.297849894,-0.104675704
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.285083186,0.151013024,0.230834709,-0.340834671,-0.045138707,-0.243357854,-0.190506381,-0.229900073,-0.216665995,0.041739693,0.23234445,-0.159721209,0.058148105,-0.070350377,0.086932123,0.046234424,0.049199164,0.141760441,0.098209317,0.126385805,0.206684135,0.014199673,0.209299664,-0.129547843,-0.262764701,0.33557992,-0.119574875,-0.051951303,0.020008591,-0.062469024,0.335443477,0.351465941,0.365278749,-0.003629016,0.04696785,0.110631163,-0.015564061,-0.085448605,-0.037753476,-0.089217811,-0.057287584,-0.12983698,-0.015095635,-0.013916856,0.228739979,0.279438386,0.186852565,0.192955921,-0.422048846,-0.373812885,0.2308709,0.240906689,0.140514223,0.342234343,0.163708119,-0.254934987,-0.415608731,-0.165757222,0.064746879,-0.054075572,0.08021701,0.042975995,-0.085146315,-0.028920354,-0.606861037,-0.274460111,-0.485263191,-0.055534251,-0.087247566,-0.203751426,-0.02878605,-0.204535143,-0.080275858,-0.530971757,-0.366954486,-0.332630157,0.093492026,0.460296765,-0.08954976,0.094488933,-0.029322715,-0.153693256,0.238914593,0.265038577,-0.030694675,0.11021751,-0.107299296,-0.323572167,0.031877279,0.148667235,0.338365172,0.23113864,0.326383571,0.578481978,0.144408425,-0.407696379,0.035503162,-0.01883552,-0.017971763,-0.202816264,-0.1797469,-0.040307833,-0.354467373
